,utterance,intent
3027,"I must buy a 400 dollar watch, should I buy that?",spending_advice_start
3028,Will I blow my budget if I spend $30 at central processing unit?,spending_advice_start
3029,am I able to buy some goods from Adidas costing around $1500 dollars now?,spending_advice_start
3030,Will I go over my budget if I spend $345 on electronics?,spending_advice_start
3031,Tell me if it is okay for me to spend $500 at Micor center on computer parts,spending_advice_start
3032,looking to see if I can go see a movie it may cost sround $40,spending_advice_start
3033,i think it is okay for me spend $1000 at mobiles in mobile parts,spending_advice_start
3034,"I want to buy a car, can you help me?",spending_advice_start
3035,How would you ask for spending advice on what you want?,spending_advice_start
3036,Do I have enough to spend $345 at Asus?,spending_advice_start
3037,If there enough money left this month for spending $805.39 on Stocks?,spending_advice_start
3038,Can I spend $805.39 on Stocks?,spending_advice_start
3039,so should I spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
3040,Should I buy the Sony watch for 500? Can I afford it?,spending_advice_start
3041,Should I buy shoes for $50 from nike?,spending_advice_start
3042,How much money do you think I'll need for saturday? Do you think $40 is enough?,spending_advice_start
3043,Is it alright if I buy ten thousand dollars worth of Safeway bananas?,spending_advice_start
3044,Do I have $7.00 to spend at Starbucks this afternoon?,spending_advice_start
3045,"I am actually getting a watch for my birthday from Movado, Should i spend $300 for it?",spending_advice_start
3046,Is it ok to spend $100 from H&M this month?,spending_advice_start
3047,Should I buy a canon camera from Best Buy for $800?,spending_advice_start
3048,am I able to buy some goods from Adidas costing around $1500 dollars?,spending_advice_start
3049,Should I buy this laptop for $1500 from Best Buy?,spending_advice_start
3050,Can I afford a $200 purchase at Bath and Body Works today?,spending_advice_start
3051,"Can I afford a $25,000 Honda?",spending_advice_start
3052,Can I buy a $1000 computer from Apple?,spending_advice_start
3053,"The shoes I want from Balenciaga are $1000, are they too expensive for me to buy?",spending_advice_start
3054,Who should I talk to about spending money?,spending_advice_start
3055,so is it okay for me to spend $500 at Micor center on computer parts,spending_advice_start
3056,Can I spend $100 on a pair of Nike shoes?,spending_advice_start
3057,"i want to buy a 100 dollar shoe, should i buy that?",spending_advice_start
3058,Will I go over my budget if I spend $48.05 on Cofee?,spending_advice_start
3059, can i afford to stay at this hotel that costs $200 a night,spending_advice_start
3060,I want to order pizza can I afford that?,spending_advice_start
3061,"I want to buy pampered chef stoneware but they are $50, so are more expensive than most. Is it a good value?",spending_advice_start
3062,"Will spending 200 at bath and body, be a bad choice?",spending_advice_start
3063,"These new running shoes at Payless are $99, are they worth it?",spending_advice_start
3064,am I able to afford to go for dinner this saturday? it might cost around $50,spending_advice_start
3065, oh no can i spend 35 bucks on food,spending_advice_start
3066,Can I afford this $500 car repair?,spending_advice_start
3067,i would buy to medicine for whole month is this a good idea?,spending_advice_start
3068,Should I spend 800 an a pair of Nike's shoe? Can I afford it?,spending_advice_start
3069,I'm looking for a teal Hydroflask. They are $39 at REI. I can't find them discounted anywhere. Should I buy this one?,spending_advice_start
3070,How much should I spend on food?,spending_advice_start
3071,Is it a good idea to go out to eat again this week?,spending_advice_start
3072,Can I spend $50 at Buffalo Wild Wings?,spending_advice_start
3073,Is it ok to spend $1000 from Apple store?,spending_advice_start
3074,Do I have $600 to spend each month on a car payment?,spending_advice_start
3075,what do you think about buying pokemon for $4,spending_advice_start
3076,"if I brought an X-box, would it go over my budget?",spending_advice_start
3077,"I need a new car. Can I afford $22,000?",spending_advice_start
3078,Can you help me figure out my monthly spending?,spending_advice_start
3079,Will it be wise of me to spend $50 on a new rug this month?,spending_advice_start
3080,may i buy that 20 dollar suit,spending_advice_start
3081,What's the amount I should budget monthly for groceries?,spending_advice_start
3082,Should we but another $25 worth of food?,spending_advice_start
3083,Do you recommend that I spend my money this way?,spending_advice_start
3084,i like buy more household furniture for my new house is that a good idea?,spending_advice_start
3085,How much a month should I budget on entertainment?,spending_advice_start
3086,Is it smart for me to spend $600 on kitchen appliances from Sears?,spending_advice_start
3087,can i afford to drop twenty five thousand clams on a new car,spending_advice_start
3088,Is it a good idea to buy the new water bottle on Amazon for #30?,spending_advice_start
3089,what is your stance on spending money on bricks,spending_advice_start
3090,Is the cable and internet bundle a better deal if I spend 40 dollars more every month?,spending_advice_start
3091,Do you have any advice for me on spending this money?,spending_advice_start
3092,Would I be able to buy this computer desk from Walmart for $100?,spending_advice_start
3093,Should I get a babysitter for $30?,spending_advice_start
3094,If i buy a LED TV costing $450 will it put me over my monthly budget?,spending_advice_start
3095,Is it a good idea to spend my extra money on a new cell phone that is $575,spending_advice_start
3096,Would it me a good idea for me to drop $500 on this new computer monitor?,spending_advice_start
3097,I want to spend 200 dollars on furniture,spending_advice_start
3098,Should I give her 100 for her birthday?,spending_advice_start
3099,Do you think I can afford this computer monitor from Amazon? It'll put me down $300.,spending_advice_start
3100,Do I have enough money in my account to spend $100 on groceries?,spending_advice_start
3101,Does my budget allow for my to spend $100 this weekend at a restaurant?,spending_advice_start
3102,Is it wise to buy the coach purse for 1000? Do you think I can afford it?,spending_advice_start
3103,Am I able to spend $100 on the collectors edition of a game?,spending_advice_start
3104,Can I buy these new $200 Nike Air 270's?,spending_advice_start
3105,Do I have enough to spend $805.39 at E-trade?,spending_advice_start
3106,Will my monthly spending budget cover the purchase of a new desktop from Best Buy that cost 600.00,spending_advice_start
3107,can I buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
3108,Is it a good idea to purchase house for 150000? Can I afford it?,spending_advice_start
3109,I love Reeboks and need new shoes. Is $59 too much right now?,spending_advice_start
3110,best buy watches $400 from fastrack is good,spending_advice_start
3111,so tell me is it okay for me to spend $500 at Micor center on computer parts,spending_advice_start
3112,Is it worth it to add a line on my Sprint account? It's $10 plus fees extra a month.,spending_advice_start
3113,"I need to buy school clothes, can I afford the pants at GAP for $95?",spending_advice_start
3114,Can you help me make a budget?,spending_advice_start
3115,i want to go out with my family how much can i spend on food and drinks,spending_advice_start
3116,i spend smart phone $1000 from samsung?,spending_advice_start
3117,What's a reasonable amount to spend on groceries each month?,spending_advice_start
3118,Should I spend the extra $5 for breadsticks at Pizza Hut?,spending_advice_start
3119,"I am thinking of purchasing $300 on shoes at nike, is that a good idea?",spending_advice_start
3120,is spending $500 on a wedding gift a good idea?,spending_advice_start
3121,so is it actually smart to spend $300 on a new shoes from nike?,spending_advice_start
3122,Should I buy a shirt for $25 from Costco?,spending_advice_start
3123,Is it wise to use $30 to go out to eat this weekend?,spending_advice_start
